NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
SIMC1	1	SIMC1	
SHOC2	1	SHOC2	
ANKRD36C	1	ANKRD36C	
RAD50	1	RAD50	
RTL10	1	RTL10	
ASPRV1	1	ASPRV1	
GSK3B	1	GSK3B	
C1D	1	C1D	
ZBTB44	1	ZBTB44	
MACO1	1	MACO1	
ZSWIM8-AS1	1	ZSWIM8-AS1	
GALNT16	1	GALNT16	
GPR176	1	GPR176	
YY2	1	YY2	
C11orf87	1	C11orf87	
CNST	1	CNST	
SAMD1	1	SAMD1	
GFOD1	1	GFOD1	
MAD1L1	1	MAD1L1	
RRAGC	1	RRAGC	
SYNPO	1	SYNPO	
NSG2	1	NSG2	
CRYZ	1	CRYZ	
KCND1	1	KCND1	
CCNE1	1	CCNE1	
ZC2HC1C	1	ZC2HC1C	
IPMK	1	IPMK	
TMEM238	1	TMEM238	
XPO7	1	XPO7	
THRB	1	THRB	
RAP1GAP2	1	RAP1GAP2	
ZNF433-AS1	1	ZNF433-AS1	
ANKRD6	1	ANKRD6	
TRIM23	1	TRIM23	
EFR3B	1	EFR3B	
TMEM125	1	TMEM125	
ZNF597	1	ZNF597	
ANKRD24	1	ANKRD24	
LYSMD1	1	LYSMD1	
AEN	1	AEN	
GABRG2	1	GABRG2	
STOML1	1	STOML1	
SGCD	1	SGCD	
LINC02223	1	LINC02223	
ZNF860	1	ZNF860	
RAP2C-AS1	1	RAP2C-AS1	
C15orf39	1	C15orf39	
TMEM79	1	TMEM79	
LDLRAD4	1	LDLRAD4	
HCFC1R1	1	HCFC1R1	
SH3RF1	1	SH3RF1	
VARS2	1	VARS2	
UBXN2A	1	UBXN2A	
TVP23C	1	TVP23C	
TBL1X	1	TBL1X	
ACAP2-IT1	1	ACAP2-IT1	
LIN7A	1	LIN7A	
ANKRD28	1	ANKRD28	
RXRB	1	RXRB	
TRIM36	1	TRIM36	
ELMO1	1	ELMO1	
SLC38A7	1	SLC38A7	
ANGEL1	1	ANGEL1	
TRAPPC4	1	TRAPPC4	
A2M-AS1	1	A2M-AS1	
STK32A	1	STK32A	
PTPRM	1	PTPRM	
APOBEC3C	1	APOBEC3C	
FSTL3	1	FSTL3	
TMEM87B	1	TMEM87B	
CLDND2	1	CLDND2	
RUNDC3B	1	RUNDC3B	
COMTD1	1	COMTD1	
TTC33	1	TTC33	
LINC01561	1	LINC01561	
ANK3	1	ANK3	
PAX8	1	PAX8	
MAGEE1	1	MAGEE1	
TBCCD1	1	TBCCD1	
ZNF44	1	ZNF44	
RNF168	1	RNF168	
RAB3B	1	RAB3B	
DCAF4	1	DCAF4	
ZNF596	1	ZNF596	
WSCD1	1	WSCD1	
GREM2	1	GREM2	
CD38	1	CD38	
COL28A1	1	COL28A1	
SOX12	1	SOX12	
CDKL5	1	CDKL5	
ABHD11	1	ABHD11	
CNDP1	1	CNDP1	
TTC39A	1	TTC39A	
OLIG1	1	OLIG1	
CHST6	1	CHST6	
TTLL3	1	TTLL3	
SOBP	1	SOBP	
SLC29A1	1	SLC29A1	
ZC3H6	1	ZC3H6	
TOX	1	TOX	
ERCC6	1	ERCC6	
MAPK12	1	MAPK12	
PTPRT	1	PTPRT	
BRINP3-DT	1	LINC01351	
FANCF	1	FANCF	
NUDT18	1	NUDT18	
ATXN3	1	ATXN3	
TMEM170B	1	TMEM170B	
ISG15	1	ISG15	
SOCS7	1	SOCS7	
MN1	1	MN1	
HBEGF	1	HBEGF	
EML4	1	EML4	
DOCK4	1	DOCK4	
ABCG4	1	ABCG4	
NTRK3	1	NTRK3	
FPGT	1	FPGT	
CLMN	1	CLMN	
NEU3	1	NEU3	
RTBDN	1	RTBDN	
FNBP1L	1	FNBP1L	
CPAMD8	1	CPAMD8	
KCNJ2	1	KCNJ2	
NECAB1	1	NECAB1	
CLEC2B	1	CLEC2B	
YWHAH	1	YWHAH	
C8orf34-AS1	1	C8orf34-AS1	
ZNF625	1	ZNF625	
NICN1	1	NICN1	
SIX6	1	SIX6	
ZFP69B	1	ZFP69B	
EPHA10	1	EPHA10	
PLCB2	1	PLCB2	
SLC32A1	1	SLC32A1	
AGAP1	1	AGAP1	
VPS37D	1	VPS37D	
ARMCX6	1	ARMCX6	
ARHGAP20	1	ARHGAP20	
STK39	1	STK39	
EIF5A2	1	EIF5A2	
GNL3L	1	GNL3L	
ZNF17	1	ZNF17	
CCDC163	1	CCDC163	
ZNF527	1	ZNF527	
BOLA3-DT	1	BOLA3-AS1	
ATG14	1	ATG14	
HULC	1	HULC	
MYCBP2	1	MYCBP2	
RARA-AS1	1	RARA-AS1	
RBPJ	1	RBPJ	
RWDD2B	1	RWDD2B	
TFDP2	1	TFDP2	
NT5E	1	NT5E	
AMPD3	1	AMPD3	
ACOT9	1	ACOT9	
SAPCD1	1	SAPCD1	
OSER1-DT	1	OSER1-DT	
SLC13A5	1	SLC13A5	
RUNX1T1	1	RUNX1T1	
RINL	1	RINL	
ZNF283	1	ZNF283	
RPS6KA6	1	RPS6KA6	
SERAC1	1	SERAC1	
PCDHB3	1	PCDHB3	
FAM133A	1	FAM133A	
MBOAT1	1	MBOAT1	
CST6	1	CST6	
MTARC2	1	MARC2	
ARL17A	1	ARL17A	
WBP2NL	1	WBP2NL	
ZFPM2	1	ZFPM2	
FAM110A	1	FAM110A	
UFSP1	1	UFSP1	
PCDH7	1	PCDH7	
ZNF697	1	ZNF697	
MRPS10	1	MRPS10	
AMIGO1	1	AMIGO1	
MECR	1	MECR	
TUBA4A	1	TUBA4A	
TOPBP1	1	TOPBP1	
DGKB	1	DGKB	
ZNF550	1	ZNF550	
SIPA1L3	1	SIPA1L3	
TMEM41A	1	TMEM41A	
SLC12A1	1	SLC12A1	
CRTAC1	1	CRTAC1	
LNPEP	1	LNPEP	
MT-CO2	1	MT-CO2	
USP48	1	USP48	
CD83	1	CD83	
LANCL1	1	LANCL1	
STAU2	1	STAU2	
RNF217	1	RNF217	
EIPR1	1	EIPR1	
VCAN	1	VCAN	
FGF7	1	FGF7	
EARS2	1	EARS2	
GPRIN3	1	GPRIN3	
LINGO2	1	LINGO2	
AMER2	1	AMER2	
DDC	1	DDC	
METAP1	1	METAP1	
SHTN1	1	SHTN1	
ENC1	1	ENC1	
SLC38A9	1	SLC38A9	
ZNF135	1	ZNF135	
AKT3	1	AKT3	
DLG2	1	DLG2	
ADRA2C	1	ADRA2C	
C11orf80	1	C11orf80	
TRH	1	TRH	
RASD1	1	RASD1	
DACH1	1	DACH1	
RCL1	1	RCL1	
NEIL2	1	NEIL2	
WAC-AS1	1	WAC-AS1	
MFSD4B	1	MFSD4B	
FGD1	1	FGD1	
PPP1R9A	1	PPP1R9A	
GABPB1-IT1	1	GABPB1-IT1	
MTMR3	1	MTMR3	
INPP4B	1	INPP4B	
BMPR2	1	BMPR2	
VWDE	1	VWDE	
CPLX1	1	CPLX1	
ZNG1F	1	CBWD6	
GLS	1	GLS	
TCP11L1	1	TCP11L1	
PARD3-DT	1	PARD3-AS1	
MAGI2	1	MAGI2	
MT-CO3	1	MT-CO3	
SVOP	1	SVOP	
NQO2	1	NQO2	
DOK4	1	DOK4	
PEAK1	1	PEAK1	
KRBA2	1	KRBA2	
FSTL5	1	FSTL5	
ZNF248	1	ZNF248	
TBC1D1	1	TBC1D1	
WDR43	1	WDR43	
OLFML2A	1	OLFML2A	
TMSB15A	1	TMSB15A	
NAMPT-AS1	1	AC007032.1	
KLHL9	1	KLHL9	
KAT7	1	KAT7	
SILC1	1	SILC1	
ZNF329	1	ZNF329	
ADCK2	1	ADCK2	
SMIM24	1	SMIM24	
C17orf100	1	C17orf100	
TMEM275	1	TMEM275	
TMEM200A	1	TMEM200A	
LINC01106	1	LINC01106	
FOXP4	1	FOXP4	
DNAJC3-DT	1	DNAJC3-DT	
MCF2	1	MCF2	
C22orf42	1	C22orf42	
AKAP6	1	AKAP6	
HCN3	1	HCN3	
ORC4	1	ORC4	
MEMO1	1	MEMO1	
LY6E-DT	1	LY6E-DT	
SH3BP5	1	SH3BP5	
TAFA1	1	TAFA1	
ZNF646	1	ZNF646	
HCG25	1	HCG25	
KLF3-AS1	1	KLF3-AS1	
EIF3J-DT	1	EIF3J-DT	
ARHGEF7	1	ARHGEF7	
DCAF17	1	DCAF17	
PPOX	1	PPOX	
TRIM52-AS1	1	TRIM52-AS1	
NAB2	1	NAB2	
LINC02691	1	LINC02691	
CYRIA	1	FAM49A	
TRAPPC14	1	MAP11	
ST3GAL4	1	ST3GAL4	
LINC00426	1	LINC00426	
ZFP69	1	ZFP69	
CAMK2A	1	CAMK2A	
LNP1	1	LNP1	
SLC5A3	1	SLC5A3	
PON1	1	PON1	
LMBR1	1	LMBR1	
GPR89B	1	GPR89B	
MPZL1	1	MPZL1	
MOAP1	1	MOAP1	
ARID3B	1	ARID3B	
RARS1	1	RARS	
CSMD3	1	CSMD3	
ZBTB11-AS1	1	ZBTB11-AS1	
CAMTA1-DT	1	CAMTA1-DT	
RASA1	1	RASA1	
DHRS2	1	DHRS2	
DCUN1D4	1	DCUN1D4	
ADGRA1	1	ADGRA1	
KCNJ3	1	KCNJ3	
PTPN5	1	PTPN5	
GAS6-DT	1	GAS6-DT	
GLRA2	1	GLRA2	
MSANTD3	1	MSANTD3	
WDR47	1	WDR47	
EPB41	1	EPB41	
PLEKHG5	1	PLEKHG5	
LINC01002	1	LINC01002	
PIGH	1	PIGH	
SAMD14	1	SAMD14	
ZSCAN26	1	ZSCAN26	
NKAIN3	2	NKAIN3:NKAIN3-IT1	
TENM2	1	TENM2	
OCA2	1	OCA2	
LRRC20	1	LRRC20	
HACD1	1	HACD1	
TTF1	1	TTF1	
CXXC4	1	CXXC4	
PGAM2	1	PGAM2	
EYA2	1	EYA2	
MOB3C	1	MOB3C	
ALDH8A1	1	ALDH8A1	
WIPF3	1	WIPF3	
CAND2	1	CAND2	
CCDC7	1	CCDC7	
ZFP14	1	ZFP14	
HNRNPL	1	HNRNPL	
PJA2	1	PJA2	
SAMD13	1	SAMD13	
CHCHD6	1	CHCHD6	
GAS2	1	GAS2	
RASGRP2	1	RASGRP2	
TRAF5	1	TRAF5	
LINC01252	1	LINC01252	
TRIM68	1	TRIM68	
TMEM63B	1	TMEM63B	
BCR	1	BCR	
GLRB	1	GLRB	
VOPP1	1	VOPP1	
RFESD	1	RFESD	
CLASP1	1	CLASP1	
ZNF404	1	ZNF404	
MZT2A	1	MZT2A	
ZNF780B	1	ZNF780B	
TSPAN4	1	TSPAN4	
KCNK15-AS1	1	KCNK15-AS1	
ZNF250	1	ZNF250	
MAP3K9	1	MAP3K9	
AMER3	1	AMER3	
SLC17A8	1	SLC17A8	
MTSS2	1	MTSS2	
SLC1A4	1	SLC1A4	
HLA-DQA1	1	HLA-DQA1	
LRRK2	1	LRRK2	
NDE1	1	NDE1	
MAPK10	1	MAPK10	
TBC1D9	1	TBC1D9	
ZNF792	1	ZNF792	
EID2B	1	EID2B	
ARHGAP19	1	ARHGAP19	
CAPN10	1	CAPN10	
NRXN1	1	NRXN1	
ZNF383	1	ZNF383	
ATXN7L3	1	ATXN7L3	
CLN6	1	CLN6	
CSNK1G3	1	CSNK1G3	
CAND1	1	CAND1	
LINC01311	1	LINC01311	
DMXL2	1	DMXL2	
FAM78B	1	FAM78B	
TRMT10C	1	TRMT10C	
WDR62	1	WDR62	
RASGRF2-AS1	1	RASGRF2-AS1	
B3GNT4	1	B3GNT4	
ZNF284	1	ZNF284	
SH3KBP1	1	SH3KBP1	
TM6SF2	1	TM6SF2	
DISC1	1	DISC1	
LINC01473	1	LINC01473	
GKAP1	1	GKAP1	
ZC4H2	1	ZC4H2	
CHMP1A	1	CHMP1A	
ZNF564	1	ZNF564	
ARFGEF1	1	ARFGEF1	
SLC9A2	1	SLC9A2	
SMG9	1	SMG9	
THAP5	1	THAP5	
RAPGEF4	1	RAPGEF4	
C1QL1	1	C1QL1	
OPTN	1	OPTN	
ST20-AS1	1	ST20-AS1	
PPP2R5D	1	PPP2R5D	
AGAP2	1	AGAP2	
PDE6B	1	PDE6B	
ACTR8	1	ACTR8	
CALB1	1	CALB1	
MYH7B	1	MYH7B	
PIK3CB	1	PIK3CB	
DTNB	1	DTNB	
RPS6KA3	1	RPS6KA3	
SHC3	1	SHC3	
H4C5	1	HIST1H4E	
LDLRAP1	1	LDLRAP1	
SAPCD1-AS1	1	SAPCD1-AS1	
LINC00342	1	LINC00342	
SCGB1B2P	1	SCGB1B2P	
PCDH9	1	PCDH9	
SLC16A1-AS1	1	SLC16A1-AS1	
RAB35-AS1	1	AC004812.2	
ZNF449	1	ZNF449	
POMC	1	POMC	
RASGRF2	1	RASGRF2	
B3GALT1	1	B3GALT1	
BORCS5	1	BORCS5	
FSTL1	1	FSTL1	
FABP6	1	FABP6	
ABCB6	1	ABCB6	
ARFGEF3	1	ARFGEF3	
PDIA2	1	PDIA2	
RABGEF1	1	RABGEF1	
PLCB4	1	PLCB4	
CEP135	1	CEP135	
BTBD8	1	BTBD8	
WDR46	1	WDR46	
C1orf74	1	C1orf74	
ZRANB2-DT	1	ZRANB2-AS2	
MAST1	1	MAST1	
USP12	1	USP12	
RAB9B	1	RAB9B	
FAM117B	1	FAM117B	
FBXO48	1	FBXO48	
ZFP90	1	ZFP90	
GPR62	1	GPR62	
OPRD1	1	OPRD1	
KIAA1586	1	KIAA1586	
ANKRD30BL	1	ANKRD30BL	
PPP2R5E	1	PPP2R5E	
CDC42EP3	1	CDC42EP3	
TTYH2	1	TTYH2	
OSTF1	1	OSTF1	
DIRC3	1	DIRC3	
FAM98A	1	FAM98A	
CRCP	1	CRCP	
PLPPR3	1	PLPPR3	
ATRX	1	ATRX	
NAPB	1	NAPB	
MYRF	1	MYRF	
LINC02904	1	C8orf31	
KLHDC8A	1	KLHDC8A	
COPG2	1	COPG2	
PDK1	1	PDK1	
LRRC28	1	LRRC28	
BAG4	1	BAG4	
C2orf27A	1	C2orf27A	
KSR2	1	KSR2	
BLOC1S5	1	BLOC1S5	
CMSS1	1	CMSS1	
EPHA8	1	EPHA8	
SMAD3	1	SMAD3	
SLC2A13	1	SLC2A13	
PITPNM3	1	PITPNM3	
SCAI	1	SCAI	
FMO5	1	FMO5	
CASP8AP2	1	CASP8AP2	
SRSF12	1	SRSF12	
CNGA3	1	CNGA3	
CEBPB-AS1	1	CEBPB-AS1	
UHMK1	1	UHMK1	
PEG10	1	PEG10	
NFAT5	1	NFAT5	
RNF217-AS1	1	RNF217-AS1	
SLC25A27	1	SLC25A27	
KCNC1	1	KCNC1	
HAUS3	1	HAUS3	
ZNF547	1	ZNF547	
C19orf47	1	C19orf47	
ZNNT1	1	AP003469.4	
RIMS3	1	RIMS3	
CGREF1	1	CGREF1	
ANO3	1	ANO3	
LKAAEAR1	1	LKAAEAR1	
MDGA2	1	MDGA2	
PPP1R3G	1	PPP1R3G	
CACNA2D2	1	CACNA2D2	
FAT3	1	FAT3	
ARL8A	1	ARL8A	
GFAP	1	GFAP	
CCDC142	1	CCDC142	
ARL4A	1	ARL4A	
SFRP2	1	SFRP2	
IMMP2L	1	IMMP2L	
RAB12	1	RAB12	
HARS2	1	HARS2	
MAPK9	1	MAPK9	
MEG8	1	MEG8	
GDPD1	1	GDPD1	
TMEM191C	1	TMEM191C	
PXK	1	PXK	
TMEM181	1	TMEM181	
ARHGAP32	1	ARHGAP32	
ERO1B	1	ERO1B	
FBN1	1	FBN1	
SCN2A	1	SCN2A	
SYT4	1	SYT4	
HCN4	1	HCN4	
CA3	1	CA3	
UCN	1	UCN	
RNASE6	1	RNASE6	
KLHL12	1	KLHL12	
DOK5	1	DOK5	
PPM1K	1	PPM1K	
H4C3	1	HIST1H4C	
INSM2	1	INSM2	
HEATR6	1	HEATR6	
NOMO1	1	NOMO1	
TNRC6B	1	TNRC6B	
VPS16	1	VPS16	
DNAH10OS	1	DNAH10OS	
SANBR	1	KIAA1841	
LINC00320	1	LINC00320	
NRIP3	1	NRIP3	
ANKH	1	ANKH	
RYR2	1	RYR2	
OPALIN	1	OPALIN	
C1orf174	1	C1orf174	
PRELID3A	1	PRELID3A	
HABP4	1	HABP4	
SPRYD3	1	SPRYD3	
SCHIP1	1	SCHIP1	
VPS50	1	VPS50	
CERT1	1	CERT1	
ARHGAP35	1	ARHGAP35	
GRIK1	1	GRIK1	
WDR31	1	WDR31	
CBFA2T2	1	CBFA2T2	
STK26	1	STK26	
MTMR6	1	MTMR6	
CSPG5	1	CSPG5	
DOCK9	1	DOCK9	
HFM1	1	HFM1	
GDF9	1	GDF9	
RPP14	1	RPP14	
NEU4	1	NEU4	
HCN2	1	HCN2	
PCLAF	1	PCLAF	
POLA1	1	POLA1	
SPOPL	1	SPOPL	
TMEM121B	1	TMEM121B	
DDIT4L	1	DDIT4L	
UGT3A2	1	UGT3A2	
SPIRE1	1	SPIRE1	
B4GALT2	1	B4GALT2	
AFG3L2	1	AFG3L2	
ZNF551	1	ZNF551	
KTN1-AS1	1	KTN1-AS1	
RCC2	1	RCC2	
PABPC1L2B	1	PABPC1L2B	
AVPI1	1	AVPI1	
ZBED3-AS1	1	ZBED3-AS1	
PLOD1	1	PLOD1	
ZNF681	1	ZNF681	
MT-ND4L	1	MT-ND4L	
RBAK	1	RBAK	
CREB3L1	1	CREB3L1	
TMEM191B	1	TMEM191B	
SH3BP5L	1	SH3BP5L	
HEY1	1	HEY1	
USP49	1	USP49	
RPS26	1	RPS26	
TCHP	1	TCHP	
SNCAIP	1	SNCAIP	
DOCK3	1	DOCK3	
CUL4B	1	CUL4B	
SPNS2	1	SPNS2	
SMC2	1	SMC2	
RIOX1	1	RIOX1	
SH3BP1	1	SH3BP1	
NCR3LG1	1	NCR3LG1	
ACOT11	1	ACOT11	
SLC26A10P	1	SLC26A10	
POP1	1	POP1	
KLF5	1	KLF5	
ARMCX2	1	ARMCX2	
TMEM251	1	TMEM251	
GRIK2	1	GRIK2	
CLUL1	1	CLUL1	
CENPL	1	CENPL	
COQ8A	1	COQ8A	
TTC28-AS1	1	TTC28-AS1	
USP40	1	USP40	
FBXO27	1	FBXO27	
NFXL1	1	NFXL1	
ATP7B	1	ATP7B	
BTRC	1	BTRC	
RNF20	1	RNF20	
PGAP4	1	TMEM246	
ZNF586	1	ZNF586	
FARSB	1	FARSB	
DUBR	1	DUBR	
LARP6	1	LARP6	
PIGU	1	PIGU	
AP5B1	1	AP5B1	
CACNA1C	1	CACNA1C	
NSD1	1	NSD1	
SYT9	1	SYT9	
CCM2	1	CCM2	
PCDH19	1	PCDH19	
GRK3	1	GRK3	
BOLA2B	1	BOLA2B	
PROCA1	1	PROCA1	
UBE3D	1	UBE3D	
DONSON	1	DONSON	
DCUN1D1	1	DCUN1D1	
MYO7A	1	MYO7A	
GPR153	1	GPR153	
NKIRAS1	1	NKIRAS1	
AKR1C2	1	AKR1C2	
PREB	1	PREB	
FHIP1B	1	FAM160A2	
MBD4	1	MBD4	
PAK6	1	PAK6	
EFNA5	1	EFNA5	
ZNF701	1	ZNF701	
YPEL1	1	YPEL1	
ZDHHC17	1	ZDHHC17	
SMIM10	1	SMIM10	
TMEM19	1	TMEM19	
TFB1M	1	TFB1M	
MTURN	1	MTURN	
TSPAN2	1	TSPAN2	
ELOVL4	1	ELOVL4	
C12orf73	1	C12orf73	
FRMD6	1	FRMD6	
ZNF578	1	ZNF578	
CACNB3	1	CACNB3	
CPTP	1	CPTP	
LRRIQ3	1	LRRIQ3	
TMEM17	1	TMEM17	
RABGAP1L	1	RABGAP1L	
PRPF38B	1	PRPF38B	
CERCAM	1	CERCAM	
HERC3	1	HERC3	
ARHGAP33	1	ARHGAP33	
MRAS	1	MRAS	
GNPAT	1	GNPAT	
BHMT2	1	BHMT2	
CPA4	1	CPA4	
PATJ	1	PATJ	
C14orf28	1	C14orf28	
DTNBP1	1	DTNBP1	
SLC7A10	1	SLC7A10	
UBR3	1	UBR3	
ZNF749	1	ZNF749	
TECTA	1	TECTA	
ZNF514	1	ZNF514	
PHTF1	1	PHTF1	
SCO1	1	SCO1	
ASAP2	1	ASAP2	
ANKRD34A	1	ANKRD34A	
VTI1A	1	VTI1A	
ZNF343	1	ZNF343	
MAPK13	1	MAPK13	
GPATCH2L	1	GPATCH2L	
NAA30	1	NAA30	
PPP3CA	1	PPP3CA	
VDR	1	VDR	
IFI44	1	IFI44	
TPRG1L	1	TPRG1L	
LIMK1	1	LIMK1	
RAB11FIP2	1	RAB11FIP2	
ZFP28	1	ZFP28	
DOCK5	1	DOCK5	
TMEM199	1	TMEM199	
ARHGEF17	1	ARHGEF17	
MAPT-IT1	1	MAPT-IT1	
MRGPRE	1	MRGPRE	
TNIP1	1	TNIP1	
PITPNM1	1	PITPNM1	
IPP	1	IPP	
LINC00654	1	LINC00654	
ADGRB1	1	ADGRB1	
GRK5	1	GRK5	
CERS1	1	CERS1	
ADSS1	1	ADSSL1	
SEPTIN11	1	SEPTIN11	
MAN1A2	1	MAN1A2	
FZD9	1	FZD9	
AQP6	1	AQP6	
PIGV	1	PIGV	
SERTAD3	1	SERTAD3	
FAM171A1	1	FAM171A1	
SPATA6L	1	SPATA6L	
HIF1AN	1	HIF1AN	
TRNT1	1	TRNT1	
HPGDS	1	HPGDS	
NKX2-8	1	NKX2-8	
OBI1	1	OBI1	
DDHD1	1	DDHD1	
MAP2K4	1	MAP2K4	
POLD4	1	POLD4	
IFI44L	1	IFI44L	
ZMAT2	1	ZMAT2	
NCEH1	1	NCEH1	
ZNF469	1	ZNF469	
ECPAS	1	ECPAS	
TIGD5	1	TIGD5	
SIRT4	1	SIRT4	
SMIM12	1	SMIM12	
KCNJ9	1	KCNJ9	
CIAPIN1	1	CIAPIN1	
ITGA9-AS1	1	ITGA9-AS1	
GRM7	1	GRM7	
KCNN1	1	KCNN1	
APOOL	1	APOOL	
KIF3C	1	KIF3C	
C3AR1	1	C3AR1	
RNF212	1	RNF212	
CEP170B	1	CEP170B	
IGIP	1	IGIP	
BCL9	1	BCL9	
UCHL3	1	UCHL3	
ATP2B2	1	ATP2B2	
SCN11A	1	SCN11A	
IRAG1	1	MRVI1	
TMEM100	1	TMEM100	
ZNF500	1	ZNF500	
SNAPC5	1	SNAPC5	
CTNND2	1	CTNND2	
PDS5B	1	PDS5B	
RTL5	1	RTL5	
ERC2	1	ERC2	
PLXNC1	1	PLXNC1	
UBAP1L	1	UBAP1L	
GOPC	1	GOPC	
SOX8	1	SOX8	
GSTP1	1	GSTP1	
CELF4	1	CELF4	
NKX6-2	1	NKX6-2	
PLAG1	1	PLAG1	
BEND7	1	BEND7	
LINC02848	1	LINC02848	
UQCC1	1	UQCC1	
N4BP3	1	N4BP3	
DNM1L	1	DNM1L	
UNC80	1	UNC80	
ZNF160	1	ZNF160	
MARCHF11	1	MARCH11	
VKORC1L1	1	VKORC1L1	
ZNF432	1	ZNF432	
MLYCD	1	MLYCD	
ZNF569	1	ZNF569	
HOMEZ	1	HOMEZ	
SLC1A6	1	SLC1A6	
GLRA3	1	GLRA3	
CCDC14	1	CCDC14	
C3orf80	1	C3orf80	
LARP1	1	LARP1	
CCDC91	1	CCDC91	
DHRS11	1	DHRS11	
PIAS1	1	PIAS1	
HDAC11	1	HDAC11	
TRUB2	1	TRUB2	
MBLAC2	1	MBLAC2	
LRSAM1	1	LRSAM1	
SGSM1	1	SGSM1	
ASAP3	1	ASAP3	
CELSR2	1	CELSR2	
APOBEC3F	1	APOBEC3F	
CDK5R1	1	CDK5R1	
RHBDL3	1	RHBDL3	
ZNF785	1	ZNF785	
NTNG1	1	NTNG1	
IBTK	1	IBTK	
FBXO25	1	FBXO25	
BSN	1	BSN	
TSC1	1	TSC1	
PPEF1	1	PPEF1	
TINCR	1	TINCR	
AR	1	AR	
CYP4Z1	1	CYP4Z1	
ELP6	1	ELP6	
LINC00662	1	LINC00662	
NEFH	1	NEFH	
ADAL	1	ADAL	
COA6	1	COA6	
LINC00294	1	LINC00294	
N6AMT1	1	N6AMT1	
RASIP1	1	RASIP1	
TMEM241	1	TMEM241	
TRIM11	1	TRIM11	
KCNC2	1	KCNC2	
LMO4	1	LMO4	
PPM1F	1	PPM1F	
STIP1	1	STIP1	
NAP1L4	1	NAP1L4	
RNF111	1	RNF111	
RALBP1	1	RALBP1	
KRAS	1	KRAS	
CACNG8	1	CACNG8	
RERGL	1	RERGL	
YPEL3	1	YPEL3	
SNX14	1	SNX14	
DLX5	1	DLX5	
BICD1	1	BICD1	
NIPA1	1	NIPA1	
RORA	1	RORA	
ANK2	1	ANK2	
DDX6	1	DDX6	
KCNK9	1	KCNK9	
TLR10	1	TLR10	
GATAD2B	1	GATAD2B	
WWC1	1	WWC1	
ZNF132	1	ZNF132	
SURF6	1	SURF6	
PSMC1	1	PSMC1	
CDIN1	1	C15orf41	
CDKAL1	1	CDKAL1	
EPM2AIP1	1	EPM2AIP1	
GSKIP	1	GSKIP	
OSBPL2	1	OSBPL2	
PINK1	1	PINK1	
LRRC75B	1	LRRC75B	
PHKA2	1	PHKA2	
RAP2A	1	RAP2A	
ZNF480	1	ZNF480	
EEF1E1	1	EEF1E1	
EVI5L	1	EVI5L	
DCAKD	1	DCAKD	
MAFG	1	MAFG	
ALDH1B1	1	ALDH1B1	
PRR16	1	PRR16	
GBGT1	1	GBGT1	
GNAZ	1	GNAZ	
ZNF687-AS1	1	ZNF687-AS1	
CDC42BPA	1	CDC42BPA	
TMTC3	1	TMTC3	
PECR	1	PECR	
KCTD15	1	KCTD15	
SMARCAL1	1	SMARCAL1	
AGL	1	AGL	
MIGA1	1	MIGA1	
GNAO1	1	GNAO1	
PCMT1	1	PCMT1	
CTXN2	1	CTXN2	
MORC2	1	MORC2	
ARNT	1	ARNT	
HECTD1	1	HECTD1	
AASDHPPT	1	AASDHPPT	
SH3PXD2A	1	SH3PXD2A	
SLCO3A1	1	SLCO3A1	
TEAD1	1	TEAD1	
BORA	1	BORA	
ASB1	1	ASB1	
TRIM26	1	TRIM26	
CSE1L	1	CSE1L	
SLC6A17	1	SLC6A17	
LDB1	1	LDB1	
DGKQ	1	DGKQ	
DNAJC24	1	DNAJC24	
DYNC1I1	1	DYNC1I1	
PRICKLE2	1	PRICKLE2	
ZNF708	1	ZNF708	
LRP6	1	LRP6	
SLC16A14	1	SLC16A14	
CACNA1B	1	CACNA1B	
NMNAT1	1	NMNAT1	
PTPRF	1	PTPRF	
PPP1R16B	1	PPP1R16B	
L3MBTL4	1	L3MBTL4	
SLC25A26	1	SLC25A26	
FGF12	1	FGF12	
ZDHHC15	1	ZDHHC15	
GPR68	1	GPR68	
TYRO3	1	TYRO3	
EIF4ENIF1	1	EIF4ENIF1	
CNNM2	1	CNNM2	
RPA2	1	RPA2	
USP13	1	USP13	
COL22A1	1	COL22A1	
ATP8A1	1	ATP8A1	
CYB561D1	1	CYB561D1	
RD3	1	RD3	
RASGRF1	1	RASGRF1	
MTMR9	1	MTMR9	
TMEM150C	1	TMEM150C	
AP1S2	1	AP1S2	
ACTG1	1	ACTG1	
NIPAL3	1	NIPAL3	
C20orf27	1	C20orf27	
RALY	1	RALY	
CABCOCO1	1	CABCOCO1	
SLC12A6	1	SLC12A6	
SLC25A40	1	SLC25A40	
DCBLD2	1	DCBLD2	
PCP4L1	1	PCP4L1	
LHFPL1	1	LHFPL1	
SMIM17	1	SMIM17	
NAA16	1	NAA16	
TNFAIP2	1	TNFAIP2	
GNPTAB	1	GNPTAB	
HRAS	1	HRAS	
BEND6	1	BEND6	
DLX2	1	DLX2	
EGFL7	1	EGFL7	
ITCH	1	ITCH	
HMGCLL1	1	HMGCLL1	
GPR137	1	GPR137	
VAC14-AS1	1	VAC14-AS1	
ZNF652	1	ZNF652	
SCRN3	1	SCRN3	
CACNB1	1	CACNB1	
